title,year,location,project_id,publication_date
Rechenacker Education Campus / DRATZ Architekten,2022,"Mülheim, Germany",991802,2022-11-07T12:00:00.000Z
Paseo Mallorca 15 Apartments / OHLAB,2022,"Palma, Spain",991679,2022-11-07T10:00:00.000Z
Butterfly Garden in Papalotla / Taller Capital,2022,"Papalotla, Mexico",991735,2022-11-07T07:00:00.000Z
Town House in Linz / mia2/Architektur,2021,"Linz, Austria",991734,2022-11-07T06:00:00.000Z
Brühl Solothurn School Complex / Kollektiv Marudo,2022,"Solothurn, Switzerland",991758,2022-11-07T03:00:00.000Z
Casa Nueva Esperanza Community Center / Proyecto Reacciona,2022,"Monterrey, Mexico",991668,2022-11-07T02:00:00.000Z
Atalaya House / Miel Arquitectos,2022,Spain,991459,2022-11-07T01:00:00.000Z
Minhang Riverfront Regeneration / SPARK Architects,2021,"Shanghai, China",970831,2022-11-07T00:00:00.000Z
Oncolille Research Institute  / jaq,2022,"Lille, France",991726,2022-11-06T23:00:00.000Z
Studio House Guápulo / Rama Estudio,2022,"Quito, Ecuador",991663,2022-11-06T20:00:00.000Z
Villa J / Saga Karlsson + Edouard Boisse,2020,"Angered, Sweden",990924,2022-11-06T19:00:00.000Z
Shefford House / Atelier BOOM-TOWN,,"La Haute-Yamaska Regional County Municipality, Canada",991759,2022-11-06T17:00:00.000Z
Kärdla City Pavilion / Bornstein Lyckefors,2020,"Kärdla, Estonia",971405,2022-11-06T15:00:00.000Z
House at the Edge of the Forest / Papundekl Architects,2021,"Frýdlant nad Ostravicí, Czech Republic",991616,2022-11-06T13:00:00.000Z
STAFFBASE office / Meyer-Grohbruegge,2018,"Chemnitz, Germany",991545,2022-11-06T11:00:00.000Z
Baiyangdian Waterfront Park / TLS Landscape Architecture,2020,China,991720,2022-11-06T08:00:00.000Z
Wooden House with Facade of Reclaimed Wood  / HOYT Architecten,2022,"Broek in Waterland, The Netherlands",991585,2022-11-06T06:00:00.000Z
Office National des Forêts Headquarters  / Vincent Lavergne Architecture Urbanisme + Atelier WOA,2020,"Maisons-Alfort, France",991591,2022-11-06T02:00:00.000Z
Ishtika Aalaya Residence / Studio Built Environment,2020,"Panchkula, India",991719,2022-11-05T22:00:00.000Z
Terrace House 1 / DREAMER,2020,"Ascot Vale, Australia",963498,2022-11-05T21:00:00.000Z
Monte Carlo Offices / Edifice Consultants,2021,"Ahmedabad, India",991712,2022-11-05T19:00:00.000Z
The Charles Grand Brasserie  and Bar / COX Architecture + H&E Architects,2022,"Sydney, Australia",991718,2022-11-05T16:00:00.000Z
Cuatro Vientos House  / Carmona Pérez Marino,2021,"Mar del Sur, Argentina",991619,2022-11-05T15:00:00.000Z
Armeiro House / Arkstudio,2018,"Mértola, Portugal",991549,2022-11-05T13:00:00.000Z
Dundas Square Barbers / NIVEK REMAS,202,"Toronto, Canada",991622,2022-11-05T11:00:00.000Z
BLOX Playground / Carve ,2018,"Copenhagen, Denmark",991166,2022-11-05T11:00:00.000Z
Van Gogh High School Catering Service / Atelier O-S Architectes,2022,"Aubergenville, France",991593,2022-11-05T09:00:00.000Z
Marcelis Residence / Bas Vogelpoel Architecten,2021,"The Hague, The Netherlands",991311,2022-11-05T06:00:00.000Z
STEY Apartments & Hotels / Meyer-Grohbrügge,2019,"Pekin, China",991476,2022-11-05T02:00:00.000Z
CSWADI Lakeside Design Headquarters / CSWADI,2020,"Chengdu, China",991645,2022-11-04T22:00:00.000Z
"Powerful Exterior, Moving Interior Residence / Dorit Sela",2022,Israel,991711,2022-11-04T20:00:00.000Z
Max House Commercial Building / Studio Lotus,2020,"New Delhi, India",991709,2022-11-04T18:00:00.000Z
3-Edge Residence / FAR + DANG,2019,"Dallas, United States",991595,2022-11-04T16:00:00.000Z
Luna 1807 Building / Roldán Arquitectos,2022,"Guadalajara, Mexico",991690,2022-11-04T14:00:00.000Z
Grand Paris Eco-Campus / PERIPHERIQUES Marin+Trottin Architectes,2022,"Vitry-sur-Seine, France",991655,2022-11-04T12:00:00.000Z
House MJ156 / Navello Klotzman arquitectas,2018,"Funes, Argentina",991664,2022-11-04T09:00:00.000Z
Samudra Residence / Urban Workshop,2021,"Chennai, India",991651,2022-11-04T07:00:00.000Z
MO Bakery / Masquespacio,2022,"Al Khobar, Saudi Arabia",991618,2022-11-04T06:00:00.000Z
House in the Vineyards in Vouvry / Madeleine architectes + Studio Francois Nantermod,2022,"Vouvry, Switzerland",991669,2022-11-04T03:00:00.000Z
Bruneseau B1A4 Social Housing / TCAU / Tania Concko architects urbanists,2020,"Paris, France",991625,2022-11-04T02:00:00.000Z
Estée Lauder Companies CIIE II / dongqi Design,2020,"Shanghai, China",991636,2022-11-04T01:00:00.000Z
Courtyard House with Seven Rooms / Takayuki Kuzushima and Associates,2022,"Nishio, Japan",991657,2022-11-04T00:00:00.000Z
Timber-Roofed Restaurant / BEHIVE Architects,2022,"Chengdu, China",991569,2022-11-03T22:00:00.000Z
Multipurpose Court at St. Mary’s School / playball studio,2022,"Rajkot, India",991613,2022-11-03T20:00:00.000Z
Five Courtyards House / Architecture Lab Boum,2022,"Hwaseong-si, South Korea",991649,2022-11-03T18:00:00.000Z
Island Cabin / TACO taller de arquitectura contextual ,2021,Mexico,991601,2022-11-03T16:00:00.000Z
Domesticated Mountain Housing Complex / Estudio Botteri-Connell,2021,"San Martin de los Andes, Argentina",991621,2022-11-03T14:00:00.000Z
FoodX Poznan Restaurant / mode:lina architekci,2022,"Poznań, Poland",991624,2022-11-03T12:00:00.000Z
Art Gallery Kraupa-Tuskany Zeidler / Meyer-Grohbrügge,2017,"Berlin, Germany",991466,2022-11-03T10:00:00.000Z
Moshe Novomesky Dead Sea Visitors Center / Kimmel Eshkolot Architects,2021,Israel,991589,2022-11-03T07:00:00.000Z
Corner View House / Freehaus,2021,"Churchill, United Kingdom",991609,2022-11-03T06:00:00.000Z
Billie Holiday School Complex / BPM Architectes,2021,"Bordeaux, France",991579,2022-11-03T03:00:00.000Z
Glass Cabin / Mjölk architekti,2020,"Kořenov, Czech Republic",991580,2022-11-03T02:00:00.000Z
House of Noushad / 3dor Concepts,2022,"Tirur, India",991568,2022-11-03T01:00:00.000Z
T Roof Commercial and Residential Building / SOSU Architects,2022,"Gangdong-gu, South Korea",991561,2022-11-03T00:00:00.000Z
Hiroshima Andersen Commercial Building / TAISEI DESIGN Planners Architects & Engineers,2020,"Hiroshima, Japan",991562,2022-11-02T22:00:00.000Z
Noid House / DELUTION,2021,"Pesanggrahan, Indonesia",991505,2022-11-02T20:00:00.000Z
Wellington Child and Family Centre / AOA Christopher Peck,2021,"Mulgrave, Australia",991565,2022-11-02T18:00:00.000Z
LK Apartment / Estúdio Oficina,2021,"Fortaleza, Brazil",991523,2022-11-02T16:00:00.000Z
Ocean Sciences Campus Extensions NMU / SVA International,2022,"Port Elizabeth, South Africa",991550,2022-11-02T14:00:00.000Z
Porto Potenza Picena Primary School / Settanta7,2022,"Porto Potenza Picena, Italy",991570,2022-11-02T12:00:00.000Z
Zvonica House / gmb.,2022,"Bratislava, Slovakia",991514,2022-11-02T10:00:00.000Z
Kamwokya Community Center / Kéré Architecture ,2022,"Kampala, Uganda",991513,2022-11-02T06:00:00.000Z
Casa Amaña / JR Andrade Arquitetura,2021,Brazil,989315,2022-11-02T06:00:00.000Z
Caribou Point Studio / Peter Braithwaite Studio,2020,"Pictou, Canada",991519,2022-11-02T03:00:00.000Z
Berlin Biennale Exhibition / Meyer-Grohbrügge,2020,"Berlin, Germany",991477,2022-11-02T02:00:00.000Z
Lightly Weighted / Oli Booth Architects,2021,"Auckland, New Zealand",991498,2022-11-02T01:00:00.000Z
Office in Yao / OHArchitecture,2022,"Yao, Japan",991496,2022-11-02T00:00:00.000Z
Slow Courtyard in the Hills / nsaaa,2022,"Beijing, China",991440,2022-11-01T22:00:00.000Z
Coffee Culture Complex / TAAL Architects,2020,"Ansan-si, South Korea",991500,2022-11-01T20:00:00.000Z
House in Momoyama / OHArchitecture,2022,"Kyoto, Japan",991499,2022-11-01T18:00:00.000Z
Hormiga House / Estudio PK,2022,"San Fernando, Argentina",985866,2022-11-01T16:00:00.000Z
PHC Software Headquarters  / Openbook,2021,"Porto Salvo, Portugal",991472,2022-11-01T14:00:00.000Z
Finnish Design Shop / Avanto Architects,2021,"Turku, Finland",991509,2022-11-01T12:00:00.000Z
Olivar House / Matteo Ferrari,2022,"Madrid, Spain",991396,2022-11-01T10:00:00.000Z
Community Development Center in Tapachula / Laboratorio de Acupuntura Urbana,2021,"Tapachula, Mexico",969233,2022-11-01T07:00:00.000Z
MEV Cabin / Studio Jean Verville architectes,2022,Canada,991455,2022-11-01T06:00:00.000Z
Building Community Kurfürstenstrasse / June-14 Meyer-Grohbrügge & Chermayeff,2022,"Berlin, Germany",991465,2022-11-01T03:00:00.000Z
La Mejicana Refurbishment / Alba Balmaseda,2020,"Pontevedra, Spain",991456,2022-11-01T02:00:00.000Z
House Furggaleidis / sandro durrer,2022,"Luzein, Switzerland",991481,2022-11-01T01:00:00.000Z
JOYBO Fram Museum / WT Architects,2022,"Jiangjin District, China",991285,2022-11-01T00:00:00.000Z
Renovation of a Hoffmann Kiln / HCCH Studio,2022,"Shanghai, China",991405,2022-10-31T22:00:00.000Z
NIOA Timber Tower / KIRK Studio,2021,"Brisbane Airport, Australia",991439,2022-10-31T20:00:00.000Z
a boat / Shu Yamamoto + Yoshinori Kobayashi,2022,"Kobe, Japan",991442,2022-10-31T18:00:00.000Z
House in Campana / Prisma Arquitectura,2022,"Campana, Argentina",991264,2022-10-31T16:00:00.000Z
Lieu des Savoirs Installation / Veronique Descharrieres + Sophie Berthelier,2022,"Vierzon, France",991157,2022-10-31T14:00:00.000Z
Stepped Loft / andre kong studio,2022,"London, United Kingdom",991074,2022-10-31T12:00:00.000Z
Canali Flagship Store / Park Associati,2022,"New York, United States",990454,2022-10-31T10:00:00.000Z
Nueva Creación Kindergarten / Taller de Arquitectura Miguel Montor,2022,"Tultepec, Mexico",991384,2022-10-31T07:00:00.000Z
Sint Benedictus House  / Poot architectuur,2022,"Mortsel, Belgium",991381,2022-10-31T06:00:00.000Z
VBZ Busgarage Facility / Pool Architekten,2020,"Zürich, Switzerland",969508,2022-10-31T03:00:00.000Z
The Light Pavilion / Esculpir el Aire,2022,"Matola, Spain",991315,2022-10-31T02:00:00.000Z
Córrego Grande Linear Park / JA8 Arquitetura Viva,2016,"Florianópolis, Brazil",991407,2022-10-31T00:00:00.000Z
China Yellow Sea Wetlands Museum / DuShe Architectural Design,2021,"Yancheng, China",978673,2022-10-31T00:00:00.000Z
Chiang Mai Art Gallery  / Enter Projects Asia,2022,"Chiang Mai, Thailand",991347,2022-10-30T23:00:00.000Z
Cuvry Campus / Tchoban Voss Architekten,2021,"Berlin, Germany",991353,2022-10-30T21:00:00.000Z
Dali Edge Architecture Studio Renovation / Edge Architects,2022,"Dali, China",991044,2022-10-30T19:00:00.000Z
Louria Summer House  / React Architects,2019,"Paros, Greece",991317,2022-10-30T17:00:00.000Z
Orange House / Objekt Architecten,2021,"Aalst, Belgium",991364,2022-10-30T15:00:00.000Z
Cotí Arquitetura Office / Cotí Arquitetura,2021,"Curitiba, Brazil",991351,2022-10-30T13:00:00.000Z
Tintagel Castle Footbridge / Ney & Partners + William Matthews Associates,2019,United Kingdom,970353,2022-10-30T11:00:00.000Z
Grey House / Jesús Vassallo,2022,"Ontaneda, Spain",991386,2022-10-30T09:00:00.000Z
Heidi Horten Collection / the next ENTERprise Architects,2022,"Wien, Austria",991219,2022-10-30T06:00:00.000Z
JS House / Pedro Mosca & Pedro Gonçalves Arquitectos,2020,Portugal,990932,2022-10-30T02:00:00.000Z
FVS Home Office / JXA Studio,2021,"Bandung, Indonesia",991349,2022-10-29T23:00:00.000Z
Mol.t Office / SAKUMAESHIMA,2022,"Fukuoka, Japan",991049,2022-10-29T21:00:00.000Z
80 Collins Commercial Building / Woods Bagot,2020,"Melbourne, Australia",991343,2022-10-29T19:00:00.000Z
Ruten Park / SpaceGroup,2021,"Sandnes, Norway",969690,2022-10-29T17:00:00.000Z
Rural Living Home / JDMA,2018,"Merchtem, Belgium",983958,2022-10-29T15:00:00.000Z
Jeanne D´Arc Residence / Christophe Rousselle Architecte,2020,"Strasbourg, France",991189,2022-10-29T12:00:00.000Z
Villa Béa / Veronique Descharrieres + Lionel Leotardi Architecture,2021,"Tassin-la-Demi-Lune, France",991314,2022-10-29T13:00:00.000Z
Meco Tiny House / Madeiguincho,2022,Portugal,991193,2022-10-29T11:00:00.000Z
Office Park Lokeren / NWLND Rogiers Vandeputte,2022,"Lokeren, Belgium",991362,2022-10-29T09:00:00.000Z
En Aparté Hotel & Apartments / Taillandier Architectes Associés,2021,"Toulouse, France",991390,2022-10-29T06:00:00.000Z
Yoshita’machiya House / OHArchitecture,2021,"Kyoto, Japan",991348,2022-10-29T02:00:00.000Z
Silver Back House / GSBN Studio,2022,"Marrickville, Australia",991206,2022-10-28T21:00:00.000Z
Tropical Penthouse / StudioDuo Architecture | Interior,2020,"Ho Chi Minh City (Saigon), Vietnam",991286,2022-10-28T20:00:00.000Z
CHAHONG Salon / gru.Architects,2021,"Seocho-gu, South Korea",991344,2022-10-28T18:00:00.000Z
Giribone House / Sava Arquitectos,2017,"Parque Chas, Argentina",991263,2022-10-28T16:00:00.000Z
House R / Jakub Kolarovič Architects,2021,"Bratislava, Slovakia",972368,2022-10-28T15:00:00.000Z
011 Apartment / flipê arquitetura,2022,"Bela Vista, Brazil",991259,2022-10-28T14:00:00.000Z
ROOT Apartments / idArchitekt.innen + AETAL.,2022,"Stetten, Switzerland",991295,2022-10-28T12:00:00.000Z
Transformation House / HGA Henning Grahn Architektur,2022,"Klein-Winternheim, Germany",991247,2022-10-28T10:00:00.000Z
Itaúna House / Siqueira + Azul Arquitetura,2017,"Río de Janeiro, Brazil",991239,2022-10-28T07:00:00.000Z
Tolbiac Apartments / AAVP Architecture,2022,"Paris, France",991319,2022-10-28T06:00:00.000Z
425 Park Avenue / Foster + Partners,2022,"New York, United States",991290,2022-10-28T03:00:00.000Z
House for Cellist / Unagru Architecture Urbanism,2021,"London, United Kingdom",991234,2022-10-28T02:00:00.000Z
House Buchen  / Bernardo Bader Architekten,2022,"Andelsbuch, Austria",991309,2022-10-28T00:00:00.000Z
Masoro Learning & Sports Center / General Architecture Collaborative,2022,Rwanda,991292,2022-10-28T00:00:00.000Z
Nha Dao Buoc House / H-H Studio,2021,"Da Nang, Vietnam",991288,2022-10-27T22:00:00.000Z
Hikari Laboratories Showroom / Tzvia Kazayoff,2022,"Bnei Atarot, Israel",991293,2022-10-27T20:00:00.000Z
Family Tree Clinic / Perkins&Will,2021,"Minneapolis, United States",991298,2022-10-27T18:00:00.000Z
BitLoft Building / em-estudio,2022,"Guadalajara, Mexico",991098,2022-10-27T16:00:00.000Z
Zeco2 Offices / Moreno Architecture,2021,Luxembourg,991265,2022-10-27T11:00:00.000Z
House of the Setting Sun / Losada Rodríguez Arquitectos,2021,"Piura, Peru",991054,2022-10-27T10:00:00.000Z
MRNW Daegu Cultural Center / Society of Architecture + Yerin Kang,2022,"Daegu-si, South Korea",990891,2022-10-27T06:00:00.000Z
Convento do Beato Event Center / RISCO,2022,"Lisbon, Portugal",991210,2022-10-27T06:00:00.000Z
Uppsala Town Hall  / Henning Larsen,2021,"Uppsala, Sweden",991220,2022-10-27T03:00:00.000Z
Oché House  / EovaStudio,2022,"La Línea de la Concepción, Spain",991165,2022-10-27T02:00:00.000Z
Arc Climbing Center / Artel31,2022,"Chippenham, United Kingdom",991226,2022-10-27T01:00:00.000Z
PageOne Store / OFFICE AIO,2021,"Beijing, China",991135,2022-10-27T00:00:00.000Z
The Gate Installation / Melike Altınışık Architects,2022,Turkey,991203,2022-10-26T22:00:00.000Z
Nostalgia hiddenjae Accommodation / oftn studio,2022,"Jongno-gu, South Korea",991201,2022-10-26T20:00:00.000Z
Lines Alive Residence / Jacobs Yaniv Architects,2020,"Herzliya, Israel",991138,2022-10-26T18:00:00.000Z
Madcoffee / Madarq studio,2022,"Monterrey, Mexico",991073,2022-10-26T16:00:00.000Z
Rehabilitation of an EHPAA of 18 Apartments Toulouse / Letellier Architectes,2018,"Toulouse, France",945520,2022-10-26T15:00:00.000Z
Elemental House / Estúdio Zargos,2020,"Belo Horizonte, Brazil",991161,2022-10-26T14:00:00.000Z
Outdoor Living Space Nederweert / De Nieuwe Context,2022,"Nederweert, The Netherlands",991194,2022-10-26T12:00:00.000Z
Suburban Villa / Nacházel Architekti,2021,"Prague, Czech Republic",991163,2022-10-26T10:00:00.000Z
PILARES Cultural Center / Rozana Montiel | Estudio de Arquitectura,2021,"Mexico City, Mexico",991082,2022-10-26T07:00:00.000Z
Paris International Exhibition / Christ & Gantenbein,2022,"Paris, France",991152,2022-10-26T06:00:00.000Z
La Chalmeta 32 Cooperative Housing Units / Pau Vidal + Vivas Arquitectos,2021,"Barcelona, Spain",991060,2022-10-26T03:00:00.000Z
Varso Tower / Foster + Partners,2022,"Warsaw, Poland",991139,2022-10-26T02:00:00.000Z
McAnally Residence / MADDOCK,2020,"Sunshine Beach, Australia",991131,2022-10-26T01:00:00.000Z
Doctors Without Borders Headquarters  / Sauerbruch Hutton ,2022,"Geneva, Switzerland",991182,2022-10-26T00:00:00.000Z
Shenzhen Shuiwei Pedestrian Bridge / ATDESIGNOFFICE,2020,"Shenzhen, China",991053,2022-10-25T22:00:00.000Z
Verdure House / Studio Avana,2021,"Bandung, Indonesia",991126,2022-10-25T20:00:00.000Z
Flink Pangyo Bakery Cafe / GGJH,2022,"Seongnam-si, South Korea",991125,2022-10-25T18:00:00.000Z
Piedras Negras House / EGBARQ,,"Piedras Negras, Chile",970879,2022-10-25T16:00:00.000Z
Raw Concrete House / Utopia,2018,"Mortágua, Portugal",991004,2022-10-25T14:00:00.000Z
77A Building  / Antonio Pérez Serrano arquitecto + Serrano y Valderrama Arquitectos,2021,"Elche, Spain",991086,2022-10-25T10:00:00.000Z
Bread Oven House / Taller General + ERDC arquitectos,2022,"Quito, Ecuador",991055,2022-10-25T07:00:00.000Z
Stone Island Global Store  / AMO,2022,"Chicago, United States",991066,2022-10-25T06:00:00.000Z
IN Between House / Atelier Janda Vanderghote,2022,"Ghent, Belgium",991079,2022-10-25T03:00:00.000Z
El Otro Cielo Pavilion / Diego Villarroel,2022,"Talca, Chile",991052,2022-10-25T02:00:00.000Z
House in Myougadani / MAMM DESIGN,2020,"Bunkyo City, Japan",991028,2022-10-25T01:00:00.000Z
Ayna Burir Adar Residence / Sharal Architects,2022,"Natore, Bangladesh",991048,2022-10-25T00:00:00.000Z
Tsinghua University High School Guanghua / BIAD,2021,"Beijing, China",988539,2022-10-24T22:00:00.000Z
Nakagawa Century Memorial Hall  / Masaaki Hisatake Architects,2022,"Yamatotakada, Japan",991051,2022-10-24T20:00:00.000Z
Cosmo Deli & Bistro Bar / Exubia Studio,2022,"Solan, India",991039,2022-10-24T18:00:00.000Z
Frederiksberg Allé 41  / Cobe,2021,"Frederiksberg, Denmark",973897,2022-10-24T15:00:00.000Z
CM House / Leo Romano,2019,"Anápolis, Brazil",990963,2022-10-24T14:00:00.000Z
SporX Office Building / Dark Arkitekter,2022,"Drammen, Norway",990925,2022-10-24T12:00:00.000Z
The Athletes House / AR Design Studio,2021,"Winchester, United Kingdom",991059,2022-10-24T10:00:00.000Z
House MF / alarciaferrer arquitectos,2020,Argentina,967364,2022-10-24T07:00:00.000Z
Lea Bridge Library Pavilion / Studio Weave,2021,"London, United Kingdom",990975,2022-10-24T06:00:00.000Z
Pilarín Bayés Library in Vic / Toni Casamor + BCQ Arquitectura,2022,"Vic, Spain",990989,2022-10-24T02:00:00.000Z
AB House / Office MI-JI,2022,"Barwon Heads, Australia",990953,2022-10-24T02:00:00.000Z
HARMAY ARANYA Store / AIM Architecture,2022,"Qinhuangdao, China",990897,2022-10-24T01:00:00.000Z
12 Olive Trees House / Elias Khuri Architects,2022,Palestine,990955,2022-10-24T00:00:00.000Z
Masjid Jami’ Al-Hurriyah / AGo Architects,2020,"South Jakarta, Indonesia",990972,2022-10-23T23:00:00.000Z
Casa de Zanotta Showroom / HAS design and research,2022,"Hefei, China",990966,2022-10-23T21:00:00.000Z
TRANS(h)itos Installation / Conjuntos Empáticos,2022,"Balaguer, Spain",990780,2022-10-23T19:00:00.000Z
Milguaduas House / ritmo arquitectos,2021,"Pereira, Colombia",990960,2022-10-23T17:00:00.000Z
Alusta Pavilion   / Maiju Suomi + Elina Koivisto,2022,"Helsinki, Finland",990982,2022-10-23T15:00:00.000Z
Uruguay House / Occa Urbana,2021,"Xangri-Lá, Brazil",990991,2022-10-23T13:00:00.000Z
Duplex in Palmares / Arkosis,2022,"Palmares, Costa Rica",990919,2022-10-23T11:00:00.000Z
Franklin Studio / BÉRÉNICE ET MATHIEU,2022,"Brussels, Belgium",990716,2022-10-23T09:00:00.000Z
Intercorp / WORKac,2021,"Lima, Peru",990747,2022-10-23T06:00:00.000Z
Super Seed Concept Store / F.O.G. Architecture,2022,"Hangzhou, China",990887,2022-10-23T02:00:00.000Z
